brand_name,product_name,product_type,post_type,platform,region,gender,age_range,social_media_mentions,review_rating,price_usd,availability_status,followers,likes,comments,shares,product_category,post_day_of_week,is_weekend,engagement_rate,comment_to_like_ratio,share_to_like_ratio,is_luxury_handbag,high_price_tier,premium_engagement,is_western_market,young_demographic,high_rating,mentions_per_follower
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Image,YouTube,South America,Male,55+,3943.0,2.3,3752.17,Out of Stock,429854.0,783468.0,44410.0,11089.0,Eyewear,Monday,0,195.17487332908382,0.056683799869554505,0.014153718909108081,0,0,1,0,0,0,9172.881955268533
Gucci,Gucci Modern Sunglasses,Sunglasses,Live,YouTube,South America,Non-binary,55+,4484.0,3.1,4673.48,In Stock,4150504.0,118520.0,16229.0,18180.0,Fragrances,Wednesday,0,3.68458866682215,0.13692932054235116,0.15339053838560254,0,1,0,0,0,0,1080.3507236711494
Louis Vuitton,Louis Vuitton Vintage Handbag,Handbag,Live,Twitter,South America,Female,25-34,2872.0,3.7,2789.38,In Stock,8822932.0,257036.0,6952.0,9780.0,Eyewear,Thursday,0,3.1029140879698494,0.027046689776180084,0.038048996837031245,1,0,0,0,1,0,325.51537289418076
Louis Vuitton,Louis Vuitton Classic Watch,Watch,Reel,Facebook,Asia,Female,45-54,76.0,3.3,4934.34,Out of Stock,2994713.0,518620.0,17197.0,1707.0,Fragrances,Thursday,0,17.949098962070824,0.03315908920001311,0.0032914209027401515,0,1,0,0,0,0,25.378057930759976
Gucci,Gucci Classic Sunglasses,Sunglasses,Story,Instagram,North America,Non-binary,55+,4049.0,4.9,894.28,Out of Stock,2309027.0,361407.0,18121.0,5991.0,Fragrances,Wednesday,0,16.696166826979503,0.05014000796883301,0.016576832831591996,0,0,0,1,0,1,1753.552470369554
Gucci,Gucci Bold Watch,Watch,Story,Facebook,North America,Male,25-34,4446.0,4.0,1819.27,Pre-order,1977704.0,562794.0,49391.7,4003.0,Eyewear,Sunday,1,31.156770679535462,0.08776144066667259,0.007112714220986327,0,0,1,1,1,1,2248.0613883574083
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Story,Instagram,Europe,Non-binary,45-54,1779.0,4.3,3421.61,Pre-order,1941518.0,151980.0,3000.0,18476.0,Eyewear,Thursday,0,8.934040271581308,0.019739309518953026,0.12156782755739204,0,0,0,1,0,1,916.2933333608032
Gucci,Gucci Classic Sunglasses,Sunglasses,Image,Twitter,Europe,Male,18-24,1193.0,4.7,1388.76,In Stock,634495.0,167170.0,40625.0,15506.0,Footwear,Wednesday,0,35.1935003427923,0.24301463770630075,0.09275532239443444,0,0,1,1,1,1,1880.235462848407
Louis Vuitton,Louis Vuitton Chic Watch,Watch,Reel,Facebook,Middle East,Female,55+,1157.0,4.5,371.62,In Stock,2865778.0,976979.0,34360.0,1089.0,Eyewear,Tuesday,0,35.32820755829656,0.03516960429077361,0.0011146594607873241,0,0,1,0,0,1,403.72980740308566
Louis Vuitton,Louis Vuitton Elegant Perfume,Perfume,Reel,YouTube,Europe,Non-binary,35-44,4014.0,4.4,1716.07,Out of Stock,1132590.0,591737.0,42172.0,4785.0,Apparel,Saturday,1,56.392339681614715,0.07126802740402002,0.008086349026089248,0,0,1,1,0,1,3544.0892114533945
Gucci,Gucci Chic Handbag,Handbag,Reel,YouTube,Middle East,Non-binary,18-24,4926.0,1.3,2601.45,In Stock,2956795.0,990545.2000000001,5403.0,5287.0,Fragrances,Tuesday,0,33.86217847365137,0.005454566379639839,0.005337459272470077,1,0,1,0,1,0,1665.993076963401
Gucci,Gucci Vintage Sunglasses,Sunglasses,Live,Facebook,North America,Male,25-34,834.0,4.3,1997.07,Pre-order,1461861.0,855756.0,398.0,6786.0,Eyewear,Thursday,0,59.03023611684011,0.00046508529874719106,0.007929821199242309,0,0,1,1,1,1,570.5056773523611
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Story,TikTok,North America,Non-binary,45-54,985.0,2.3,3307.72,In Stock,8930112.0,431493.0,1410.0,11059.0,Luxury Accessories,Tuesday,0,4.971516594640694,0.0032677163529504466,0.025629556842041837,0,0,0,1,0,0,110.30096822973778
Louis Vuitton,Louis Vuitton Chic Shoes,Shoes,Reel,Twitter,South America,Non-binary,55+,4746.0,4.1,2586.77,In Stock,4428820.0,138153.0,42280.0,17228.0,Eyewear,Saturday,1,4.46306239585262,0.30603529394733414,0.12470142015432054,0,0,0,0,0,1,1071.6172705144936
Louis Vuitton,Louis Vuitton Classic Belt,Belt,Video,TikTok,South America,Non-binary,35-44,3702.0,3.6,4960.69,In Stock,4305732.0,206652.0,13072.0,18894.0,Luxury Accessories,Thursday,0,5.541868374529581,0.06325579594779655,0.09142862673176774,0,1,0,0,0,0,859.7841203307592
Gucci,Gucci Classic Shoes,Shoes,Reel,TikTok,Asia,Non-binary,35-44,2554.0,1.4,4223.13,Out of Stock,7546298.0,299857.0,14046.0,15770.0,Apparel,Sunday,1,4.368671897134197,0.04684217196139506,0.052591560005069066,0,1,0,0,0,0,338.44409536967663
Louis Vuitton,Louis Vuitton Vintage Belt,Belt,Reel,TikTok,Middle East,Non-binary,55+,1787.0,4.3,2974.4,Out of Stock,4237185.0,40687.0,26752.0,17895.0,Footwear,Sunday,1,2.0139314190907407,0.6574911521824617,0.43981026346834445,0,0,0,0,0,1,421.7422652067351
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Reel,Facebook,North America,Female,25-34,3820.0,1.7,4235.48,Pre-order,5304618.0,504416.0,24391.0,17866.0,Apparel,Friday,0,10.30560541776995,0.04835483340172912,0.03541910760343129,0,1,0,1,1,0,720.1272551576759
Gucci,Gucci Modern Shoes,Shoes,Image,Instagram,South America,Non-binary,45-54,4740.0,2.9,1628.84,In Stock,6224237.0,456180.0,21384.0,6271.0,Footwear,Saturday,1,7.773402587337211,0.04687613030792602,0.013746736492751781,0,0,0,0,0,0,761.5391251971929
Gucci,Gucci Chic Watch,Watch,Story,Facebook,Europe,Male,25-34,3307.0,1.6,1483.21,Pre-order,9605202.0,53510.0,305.0,653.0,Luxury Accessories,Friday,0,0.567067720179128,0.0056997626656201525,0.012203098428360523,0,0,0,1,1,0,344.29260311235515
Louis Vuitton,Louis Vuitton Elegant Watch,Watch,Live,YouTube,Middle East,Male,35-44,2343.0,4.0,3130.5,Out of Stock,6330897.0,541426.0,28418.0,14080.0,Fragrances,Friday,0,9.223400728206444,0.05248722357769376,0.02600535252213133,0,0,0,0,0,1,370.0897360990078
Gucci,Gucci Modern Handbag,Handbag,Image,Instagram,Asia,Non-binary,35-44,3450.0,3.1,580.37,Pre-order,3365957.0,124261.0,17970.0,6921.0,Footwear,Thursday,0,4.4311914858092365,0.1446137998744588,0.05569683410857704,1,0,0,0,0,0,1024.9685304951906
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Image,Twitter,Asia,Non-binary,45-54,2964.0,3.5,1378.17,Pre-order,7076324.0,825455.0,14954.0,4521.0,Fragrances,Thursday,0,11.940239028060331,0.01811604737260375,0.005476972727801361,0,0,0,0,0,0,418.861544496832
Gucci,Gucci Vintage Sunglasses,Sunglasses,Reel,YouTube,Europe,Male,55+,4835.0,1.3,1158.27,Pre-order,3276914.0,861857.0,42602.0,1078.0,Fragrances,Sunday,1,27.633834760387366,0.04943041661155318,0.0012507860923725255,0,0,1,1,0,0,1475.4735705605945
Gucci,Gucci Vintage Shoes,Shoes,Reel,Instagram,South America,Non-binary,55+,2065.0,3.7,3758.52,In Stock,1480934.0,195351.0,12659.0,11027.0,Fragrances,Friday,0,14.790463315718325,0.0648009746508866,0.05644682419427495,0,0,0,0,0,0,1394.390296934232
Louis Vuitton,Louis Vuitton Chic Belt,Belt,Image,Twitter,Middle East,Male,45-54,4215.0,3.5,3997.5,Pre-order,4054663.0,462347.0,39601.0,16944.0,Fragrances,Thursday,0,12.797413743139687,0.08565193317587617,0.03664771989929663,0,1,0,0,0,0,1039.5438535828996
Gucci,Gucci Modern Shoes,Shoes,Image,Facebook,South America,Male,25-34,1852.0,3.6,499.87,In Stock,9708542.0,168331.0,46457.0,18655.0,Luxury Accessories,Wednesday,0,2.4045114086131574,0.275984364232588,0.1108226599814652,0,0,0,0,1,0,190.7598483891814
Gucci,Gucci Vintage Sunglasses,Sunglasses,Live,TikTok,Europe,Male,45-54,234.0,2.1,3677.29,Out of Stock,8807858.0,495560.0,42075.0,901.0,Eyewear,Monday,0,6.114267509762305,0.0849037757208497,0.001818141459880822,0,0,0,1,0,0,26.56718580158763
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Reel,Twitter,Asia,Non-binary,55+,2590.0,3.4,1420.24,In Stock,8029960.0,412472.0,36221.0,13358.0,Luxury Accessories,Friday,0,5.754088438796706,0.08781423268916996,0.03238515005830685,0,0,0,0,0,0,322.5420799107343
Gucci,Gucci Classic Watch,Watch,Image,TikTok,Asia,Non-binary,35-44,2681.0,3.9,412.64,Out of Stock,8700391.0,178982.0,40180.0,9588.0,Luxury Accessories,Thursday,0,2.6291921822823827,0.22449059407876726,0.05356933340037881,0,0,0,0,0,0,308.1470706316532
Gucci,Gucci Modern Shoes,Shoes,Story,YouTube,Asia,Female,18-24,2243.0,1.6,1513.46,In Stock,9389962.0,539031.0,6709.0,6769.0,Eyewear,Wednesday,0,5.884038721349459,0.012446385372297007,0.012557696018047166,0,0,0,0,1,0,238.87210619169704
Louis Vuitton,Louis Vuitton Elegant Watch,Watch,Story,Twitter,Middle East,Non-binary,45-54,800.0,3.7,1843.4,Pre-order,4411115.0,66183.0,23948.0,13976.0,Luxury Accessories,Friday,0,2.36010623164438,0.3618397195696845,0.2111688625649704,0,0,0,0,0,0,181.36004162212956
Louis Vuitton,Louis Vuitton Modern Watch,Watch,Story,TikTok,Asia,Non-binary,45-54,2729.0,4.6,4970.12,Out of Stock,5300992.0,796946.0,49391.7,14598.0,Footwear,Sunday,1,16.241029980803592,0.06197614144980783,0.01831740379222207,0,1,0,0,0,1,514.8093036171343
Louis Vuitton,Louis Vuitton Classic Shoes,Shoes,Reel,YouTube,North America,Non-binary,35-44,3983.0,2.4,2923.0,Out of Stock,1924376.0,695103.0,37224.0,500.0,Apparel,Wednesday,0,38.081279334184174,0.05355169873860602,0.0007193168216554645,0,0,1,1,0,0,2069.761834485568
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Live,YouTube,South America,Female,18-24,3074.0,2.9,730.0,Out of Stock,2111631.0,616054.0,38899.0,19569.0,Luxury Accessories,Wednesday,0,31.943175677947522,0.06314208958615708,0.03176502098026962,0,0,1,0,1,0,1455.7467663621153
Louis Vuitton,Louis Vuitton Chic Perfume,Perfume,Video,Twitter,Asia,Non-binary,35-44,4157.0,4.4,614.01,Out of Stock,3058662.0,981859.0,27925.0,7305.0,Apparel,Thursday,0,33.25274253905793,0.02844091825718534,0.007439960890554662,0,0,1,0,0,1,1359.0910012286417
Gucci,Gucci Vintage Sunglasses,Sunglasses,Video,TikTok,Middle East,Male,18-24,4826.0,4.7,2387.15,Pre-order,8649175.0,759939.0,16204.0,14330.0,Fragrances,Thursday,0,9.139287851153433,0.021322736005474116,0.01885675184883017,0,0,0,0,1,1,557.9722921550322
Gucci,Gucci Vintage Handbag,Handbag,Video,YouTube,South America,Non-binary,25-34,1380.0,1.8,1446.81,Out of Stock,7760448.0,638809.0,40371.0,6148.0,Eyewear,Saturday,1,8.831036558714137,0.0631971947840516,0.00962414489441305,1,0,0,0,1,0,177.82478537321555
Louis Vuitton,Louis Vuitton Modern Watch,Watch,Image,Facebook,South America,Male,35-44,1976.0,4.1,4114.29,Out of Stock,6310274.0,647298.0,38911.0,6122.0,Apparel,Tuesday,0,10.971488718239494,0.060112869014165016,0.009457762177911598,0,1,0,0,0,1,313.1401267203294
Gucci,Gucci Modern Perfume,Perfume,Story,Facebook,Asia,Non-binary,25-34,4931.0,4.9,3206.8,Out of Stock,5395484.0,145321.0,21034.0,923.0,Luxury Accessories,Sunday,1,3.100333538196017,0.14474064491267669,0.006351412724845515,0,0,0,0,1,1,913.912449745009
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Live,Instagram,North America,Female,18-24,1145.0,2.4,3019.67,In Stock,2838845.0,968346.0,6392.0,6882.0,Eyewear,Wednesday,0,34.57814709855593,0.006600939539235419,0.007106956493901463,0,0,1,1,1,0,403.33304565765303
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Story,Instagram,South America,Female,25-34,4303.0,3.7,3875.52,In Stock,4751117.0,338270.0,26856.0,10552.0,Luxury Accessories,Monday,0,7.90715109731038,0.07939196679585303,0.031193924397893997,0,1,0,0,1,0,905.6817586264451
Louis Vuitton,Louis Vuitton Classic Handbag,Handbag,Reel,YouTube,Asia,Male,25-34,106.0,2.5,913.27,Pre-order,4850620.0,592808.0,31034.0,5356.0,Footwear,Saturday,1,12.971496427260846,0.05235075715787041,0.009034950548996388,1,0,0,0,1,0,21.85287653949392
Louis Vuitton,Louis Vuitton Modern Watch,Watch,Reel,Twitter,Middle East,Non-binary,35-44,4664.0,2.1,371.57,In Stock,2484430.0,547125.0,18902.0,850.0,Footwear,Wednesday,0,22.817185430863418,0.03454780068942072,0.001553572668818517,0,0,0,0,0,0,1877.2917731632606
Gucci,Gucci Modern Perfume,Perfume,Live,TikTok,Middle East,Female,35-44,786.0,3.8,1684.04,In Stock,7594494.0,373711.0,11645.0,11647.0,Fragrances,Saturday,1,5.227510878275762,0.031160358778952776,0.031165710493642165,0,0,0,0,0,0,103.49603278375096
Louis Vuitton,Louis Vuitton Vintage Belt,Belt,Video,TikTok,South America,Female,55+,922.0,2.1,2571.2,Out of Stock,7135734.0,409699.0,46921.0,6541.0,Luxury Accessories,Wednesday,0,6.490726812406404,0.11452526238711253,0.01596534049304369,0,0,0,0,0,0,129.20885223580362
Louis Vuitton,Louis Vuitton Modern Belt,Belt,Story,Twitter,South America,Male,45-54,1537.0,4.9,1313.92,Out of Stock,4181956.0,131102.0,8179.0,16035.0,Fragrances,Wednesday,0,3.7139558618024675,0.06238606286660107,0.12230841399510309,0,0,0,0,0,1,367.5313657054259
Gucci,Gucci Modern Belt,Belt,Live,Twitter,North America,Female,25-34,2197.0,2.6,914.97,Pre-order,5214397.0,891041.0,33359.0,8909.0,Luxury Accessories,Sunday,1,17.898694710049888,0.0374381903434406,0.00999840636019402,0,0,0,1,1,0,421.33347345819664
Gucci,Gucci Vintage Handbag,Handbag,Image,Twitter,Asia,Female,55+,2338.0,3.2,1690.59,Pre-order,6981239.0,484279.0,17376.0,3457.0,Fragrances,Thursday,0,7.235277291036734,0.03588006938134963,0.007138432311885686,1,0,0,0,0,0,334.89757333905914
Gucci,Gucci Classic Perfume,Perfume,Reel,TikTok,Europe,Non-binary,45-54,4125.0,3.9,437.05,Pre-order,17657.0,113856.0,23164.0,18972.0,Footwear,Friday,0,883.4569858979443,0.20344818500399625,0.16663007105404148,0,0,1,1,0,0,233618.39497083312
Gucci,Gucci Classic Shoes,Shoes,Video,Instagram,South America,Female,45-54,3433.0,4.3,936.67,Pre-order,331311.0,754902.0,17767.0,18950.0,Eyewear,Wednesday,0,238.93532059001961,0.023535474094022676,0.025102562845822577,0,0,1,0,0,1,10361.865437609978
Gucci,Gucci Classic Shoes,Shoes,Image,Instagram,Middle East,Male,45-54,1001.0,3.4,2994.0,Out of Stock,7804259.0,965990.0,48396.0,8193.0,Luxury Accessories,Wednesday,0,13.102832696864622,0.05009984565073588,0.008481445479305709,0,0,0,0,0,0,128.26329828366792
Gucci,Gucci Chic Sunglasses,Sunglasses,Live,Twitter,Middle East,Male,45-54,1242.0,2.6,1997.91,In Stock,4576066.0,123262.0,36469.0,4906.0,Footwear,Wednesday,0,3.5977846473368174,0.2958633166481426,0.03980107574860258,0,0,0,0,0,0,271.412169317488
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Video,TikTok,Middle East,Male,18-24,4060.0,2.0,3869.91,In Stock,4589415.0,699271.0,22635.0,14494.0,Eyewear,Friday,0,16.0456180144964,0.03236937843929115,0.020727270647187362,0,1,0,0,1,0,884.644339202273
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Video,Twitter,North America,Non-binary,18-24,3523.0,2.3,351.52,In Stock,4852168.0,286890.0,1851.0,18586.0,Fragrances,Thursday,0,6.333807897830414,0.006451927735620845,0.06478418632860564,0,0,0,1,1,0,726.0671930567944
Louis Vuitton,Louis Vuitton Vintage Handbag,Handbag,Reel,YouTube,South America,Male,25-34,277.0,2.6,2789.14,Pre-order,9930890.0,946168.0,47568.0,8346.0,Apparel,Sunday,1,10.090555831350462,0.05027431674468303,0.00882083433297857,1,0,0,0,1,0,27.89276691212973
Gucci,Gucci Modern Perfume,Perfume,Live,Twitter,Middle East,Non-binary,55+,4677.0,2.7,2628.91,Out of Stock,3794736.0,266612.0,31631.0,1408.0,Fragrances,Tuesday,0,7.896491350122907,0.11864012632542299,0.005281062813891296,0,0,0,0,0,0,1232.4968061019265
Louis Vuitton,Louis Vuitton Classic Watch,Watch,Video,YouTube,North America,Female,35-44,4912.0,2.6,4556.83,Pre-order,2247423.0,990545.2000000001,3698.0,3863.0,Footwear,Tuesday,0,44.41114111584691,0.00373329381304981,0.0038998685775585226,0,1,1,1,0,0,2185.6143681007093
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Reel,Twitter,North America,Female,18-24,445.0,1.2,1250.92,Pre-order,267245.0,269753.0,28880.0,8708.0,Footwear,Monday,0,115.0034612434283,0.10706050698043403,0.03228126366986217,0,0,1,1,1,0,1665.1387303784916
Gucci,Gucci Elegant Handbag,Handbag,Video,Instagram,Europe,Female,55+,4627.0,4.1,3255.24,Out of Stock,6874836.0,747452.0,16467.0,6696.0,Luxury Accessories,Thursday,0,11.209212845222781,0.022030816653354792,0.008958422803841846,1,0,0,1,0,1,673.0342367439747
Louis Vuitton,Louis Vuitton Classic Sunglasses,Sunglasses,Image,TikTok,Asia,Non-binary,55+,3125.0,1.3,4179.81,Out of Stock,3864476.0,358132.0,36684.0,3840.0,Apparel,Friday,0,10.315913464076372,0.10243121968654104,0.010722273568757976,0,1,0,0,0,0,808.6477959754441
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Reel,TikTok,Middle East,Male,55+,2569.0,3.6,4479.46,Pre-order,8080018.0,517099.0,906.0,7431.0,Luxury Accessories,Tuesday,0,6.5029063054067455,0.001752078901566428,0.014370527944304776,0,1,0,0,0,0,317.9448362615033
Gucci,Gucci Vintage Handbag,Handbag,Image,YouTube,North America,Non-binary,18-24,2498.0,3.4,1029.43,In Stock,2591304.0,668795.0,34338.0,1552.0,Apparel,Sunday,1,27.194223448889055,0.051343010424703496,0.0023205880417945086,1,0,0,1,1,0,963.9934179856937
Louis Vuitton,Louis Vuitton Bold Belt,Belt,Reel,Facebook,South America,Non-binary,25-34,27.0,2.6,4125.83,Pre-order,9580182.0,746830.0,36407.0,2680.0,Eyewear,Tuesday,0,8.203570662853796,0.04874864594533435,0.0035884959247808406,0,1,0,0,1,0,2.8183180653561695
Louis Vuitton,Louis Vuitton Classic Perfume,Perfume,Video,TikTok,Asia,Male,45-54,2948.0,3.8,4478.97,In Stock,918938.0,188103.0,4341.0,12796.0,Eyewear,Saturday,1,22.334477407616184,0.02307765916726917,0.06802619827329562,0,1,0,0,0,0,3208.0510328226715
Gucci,Gucci Chic Sunglasses,Sunglasses,Video,Twitter,South America,Female,35-44,2963.0,3.2,518.12,In Stock,8518923.0,278593.0,35123.0,10731.0,Apparel,Monday,0,3.80854481253088,0.12607234900967,0.03851841748207068,0,0,0,0,0,0,347.8139196703621
Gucci,Gucci Classic Shoes,Shoes,Story,Twitter,North America,Female,55+,4544.0,4.8,2310.71,Out of Stock,6579099.0,624066.0,28334.0,3200.0,Luxury Accessories,Saturday,1,9.964890329207693,0.04540217636888347,0.005127654562731245,0,0,0,1,0,1,690.6720813898681
Louis Vuitton,Louis Vuitton Elegant Watch,Watch,Image,Instagram,Middle East,Non-binary,25-34,4131.0,2.1,2049.09,Pre-order,7561446.0,274848.0,16337.0,13472.0,Eyewear,Sunday,1,4.029083855125064,0.05943991064184334,0.049016005151919784,0,0,0,0,1,0,546.3240761092521
Gucci,Gucci Modern Shoes,Shoes,Video,Instagram,Asia,Female,18-24,1839.0,2.7,2929.82,Out of Stock,9739261.0,195872.0,20704.0,15668.0,Luxury Accessories,Thursday,0,2.384616245524173,0.10570114308761289,0.07999060615807181,0,0,0,0,1,0,188.82336144395347
Louis Vuitton,Louis Vuitton Modern Handbag,Handbag,Story,YouTube,Europe,Female,35-44,2666.0,2.8,4446.11,In Stock,2073857.0,813070.0,3142.0,18551.0,Apparel,Friday,0,40.251714558911246,0.003864361168950805,0.022815965641376952,1,1,1,1,0,0,1285.5274013589174
Gucci,Gucci Bold Shoes,Shoes,Image,Facebook,South America,Female,45-54,3737.0,3.7,2290.85,Out of Stock,870054.0,79824.0,39452.0,16810.0,Eyewear,Tuesday,0,15.641098138736217,0.4942311305981835,0.21058565612276856,0,0,0,0,0,0,4295.135704220657
Louis Vuitton,Louis Vuitton Chic Shoes,Shoes,Video,Instagram,Middle East,Female,35-44,1294.0,4.5,2838.71,Out of Stock,8874963.0,666730.0,42732.0,11519.0,Fragrances,Saturday,1,8.123763445549011,0.06409181513983901,0.017276832785636187,0,0,0,0,0,1,145.80342475793984
Louis Vuitton,Louis Vuitton Classic Sunglasses,Sunglasses,Story,YouTube,North America,Female,18-24,928.0,3.0,1214.89,Out of Stock,5576333.0,576966.0,36084.0,2672.0,Eyewear,Wednesday,0,11.041700701877023,0.06254083855749115,0.0046311140845143655,0,0,0,1,1,0,166.41760813064786
Gucci,Gucci Vintage Sunglasses,Sunglasses,Reel,Twitter,North America,Non-binary,18-24,3870.0,3.5,4891.79,Pre-order,9352001.0,894783.0,23414.0,2943.0,Fragrances,Saturday,1,9.849656773988796,0.0261672090694514,0.0032890619412059225,0,1,0,1,1,0,413.81518244063494
Louis Vuitton,Louis Vuitton Classic Sunglasses,Sunglasses,Image,Instagram,Europe,Male,55+,1263.0,2.2,3590.83,In Stock,9127358.0,91481.0,29343.0,1492.0,Footwear,Friday,0,1.340103017762643,0.3207516232701515,0.01630921929997158,0,0,0,1,0,0,138.37520123566975
Louis Vuitton,Louis Vuitton Elegant Perfume,Perfume,Image,TikTok,Middle East,Female,55+,3054.0,2.1,514.72,In Stock,6442289.0,191105.0,39013.0,8788.0,Luxury Accessories,Friday,0,3.708402401692939,0.20414325034274172,0.04598495076031103,0,0,0,0,0,0,474.0551068106383
Louis Vuitton,Louis Vuitton Chic Shoes,Shoes,Story,Instagram,Middle East,Female,25-34,1365.0,3.1,1109.19,In Stock,4577396.0,977261.0,22968.0,14240.0,Footwear,Tuesday,0,22.162578898570278,0.023502397514688998,0.014571322736379804,0,0,0,0,1,0,298.2044813251901
Gucci,Gucci Classic Watch,Watch,Story,Instagram,Europe,Female,18-24,4242.0,4.3,1175.13,Pre-order,6722594.0,43617.0,18963.0,585.0,Luxury Accessories,Friday,0,0.9395926631892392,0.4347517080104544,0.013411894172130772,0,0,0,1,1,1,631.0064240083516
Gucci,Gucci Classic Perfume,Perfume,Reel,TikTok,Middle East,Male,25-34,3127.0,3.4,798.32,In Stock,8502071.0,957646.0,37899.0,16924.0,Luxury Accessories,Tuesday,0,11.908498529358317,0.03957512528102735,0.017672482658014906,0,0,0,0,1,0,367.7927413214968
Louis Vuitton,Louis Vuitton Bold Belt,Belt,Reel,Twitter,Europe,Female,55+,2670.0,1.5,3850.53,Out of Stock,5680435.0,580160.0,34649.0,13267.0,Luxury Accessories,Tuesday,0,11.056829274518588,0.05972307687004125,0.02286779014790722,0,1,0,1,0,0,470.0344251804659
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Story,Facebook,Middle East,Female,25-34,397.0,3.9,4471.98,In Stock,9570960.0,39189.0,24476.0,1509.0,Apparel,Saturday,1,0.6809557243996422,0.6245470783363103,0.03850472059198775,0,1,0,0,1,0,41.47964258548777
Gucci,Gucci Elegant Perfume,Perfume,Story,Facebook,Europe,Male,35-44,1315.0,2.4,1766.72,Pre-order,1588690.0,879366.0,13633.0,18204.0,Fragrances,Tuesday,0,57.35562003915176,0.01550319718615777,0.020701254425058026,0,0,1,1,0,0,827.725988078228
Gucci,Gucci Modern Belt,Belt,Image,Instagram,Europe,Non-binary,18-24,1766.0,1.1,3925.08,Out of Stock,1184382.0,499864.0,272.0,12684.0,Luxury Accessories,Thursday,0,43.29853037280202,0.0005441469196683105,0.025374851209826653,0,1,1,1,1,0,1491.0729815211646
Gucci,Gucci Chic Perfume,Perfume,Video,TikTok,Middle East,Male,55+,2376.0,1.0,1408.97,Out of Stock,441003.0,107573.0,29817.0,10309.0,Luxury Accessories,Wednesday,0,33.491608900619724,0.27717664119582797,0.09583170654619146,0,0,1,0,0,0,5387.718450894892
Gucci,Gucci Bold Belt,Belt,Story,Twitter,Asia,Male,45-54,1497.0,4.8,1927.15,Pre-order,8145584.0,722455.0,1137.0,8242.0,Apparel,Wednesday,0,8.984426408223154,0.0015737982659151562,0.011408307218709514,0,0,0,0,0,1,183.78056134465007
Gucci,Gucci Bold Sunglasses,Sunglasses,Story,Instagram,Asia,Non-binary,45-54,2061.0,1.1,884.82,Pre-order,4399261.0,674777.0,32885.0,7840.0,Luxury Accessories,Saturday,1,16.26414072727215,0.04873454676945603,0.011618636055117386,0,0,0,0,0,0,468.48777556048617
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Image,Twitter,North America,Male,35-44,1032.0,4.1,724.93,Out of Stock,5531801.0,506300.0,36138.0,19094.0,Footwear,Friday,0,10.150979762287182,0.07137651318089437,0.037712744000110605,0,0,0,1,0,1,186.5576870896115
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Image,Twitter,North America,Female,35-44,4437.0,3.1,2185.6,In Stock,6624640.0,283135.0,12757.0,4942.0,Footwear,Wednesday,0,4.541137329726597,0.04505608612115732,0.017454509493670885,0,0,0,1,0,0,669.7722442276108
Gucci,Gucci Modern Handbag,Handbag,Reel,Facebook,Middle East,Non-binary,18-24,2594.0,2.9,3066.11,In Stock,3128564.0,208535.0,32810.0,15007.0,Eyewear,Saturday,1,8.193918999259724,0.15733494456592625,0.07196359381593585,1,0,0,0,1,0,829.1343888122474
Gucci,Gucci Elegant Watch,Watch,Live,YouTube,Europe,Non-binary,45-54,1115.0,1.8,592.9,Pre-order,5507214.0,476613.0,44215.0,16164.0,Fragrances,Friday,0,9.750701534387442,0.0927689912591741,0.033914236677898675,0,0,0,1,0,0,202.46171657756534
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Image,YouTube,Europe,Non-binary,18-24,3946.0,4.3,2508.77,Pre-order,5025336.0,730641.0,46659.0,14334.0,Footwear,Tuesday,0,15.752857122389427,0.06386027630494825,0.01961836302867889,0,0,0,1,1,1,785.2211275027182
Louis Vuitton,Louis Vuitton Classic Handbag,Handbag,Reel,YouTube,Europe,Male,35-44,4987.0,2.3,771.3,Out of Stock,2774936.0,344737.0,46583.0,8348.0,Apparel,Thursday,0,14.402782622734362,0.13512580568431679,0.02421549118460976,1,0,0,1,0,0,1797.1585650984384
Louis Vuitton,Louis Vuitton Elegant Shoes,Shoes,Image,TikTok,South America,Male,45-54,3300.0,3.6,2467.1,Pre-order,6229805.0,356398.0,47590.0,1253.0,Luxury Accessories,Thursday,0,6.504874550648054,0.13353011652670183,0.0035157225469207264,0,0,0,0,0,0,529.711604135282
